Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
Vw2wUAkyHuTSJy9vSwMwrQ,Barnacho,239 Park Ave S,"{'latitude': 40.7379, 'longitude': -73.9878}",8,4.0,10003
HKBJGt04_ZSdiIWA_6J8kQ,Tortaria,94 University Pl,"{'latitude': 40.73387, 'longitude': -73.9930481239834}",800,3.5,10003
jYAqup9AF9N9wYAWYanZ-A,Arriba Arriba Midtown,762 9th Ave,"{'latitude': 40.7641288111074, 'longitude': -73.9882850646973}",995,3.5,10019
vgg1dvDP-9tFWSacN4q0nA,Coppelia,207 W 14th St,"{'latitude': 40.7389111700125, 'longitude': -73.9999985153443}",1499,4.0,10011
qIOAlXCCYrwN0VxEEH-Tmw,Boqueria Flatiron,53 W 19th St,"{'latitude': 40.7402927726298, 'longitude': -73.9940709810079}",1372,4.0,10011
MuOI7pknWVLNfed5MXUvJg,DORADO Tacos & Quesadillas,152 West 52nd St,"{'latitude': 40.762577, 'longitude': -73.981442}",2,4.5,10019
1y900NbcusWxwVb01RSdcg,Bosco,169 Bleecker St,"{'latitude': 40.72882, 'longitude': -74.00025}",16,4.5,10012
XEugUtbw4rRmGr9S1XA-aQ,Alta,64 W 10th St,"{'latitude': 40.7345163811398, 'longitude': -73.9983369619683}",2009,4.0,10011
9yc2V6zNpLG58uPV_ykBog,Boqueria West 40th St,260 W 40th St,"{'latitude': 40.75558, 'longitude': -73.99012}",664,4.0,10018
AFMskIEWMA-9mawqSFEuqg,Buena Onda,1446 1st Ave,"{'latitude': 40.76992107323629, 'longitude': -73.95424961681297}",8,4.0,10021
AhRzrLCNagCX87EK-VBVog,Summer Salt,275 Madison Ave,"{'latitude': 40.7511757, 'longitude': -73.9799914622357}",40,4.5,10016
hSkeb_lmfxnoqg7EVo19Vw,Taco Mix,234 E 116th St,"{'latitude': 40.797098, 'longitude': -73.938785}",456,3.5,10029
X83qWL5WPR-QWGXGQ8WP-Q,NR,339 E 75th St,"{'latitude': 40.770153, 'longitude': -73.954956}",289,4.5,10021
0ksKKrgHt-6xCCHfTlLcoA,tán,209 East 49th St,"{'latitude': 40.754989, 'longitude': -73.970506}",23,4.0,10017
